timestep,reward
4212024,-0.012
4217033,0.052
4221602,0.018
4226581,0.004
4231492,-0.046
4236214,0.046
4241293,-0.064
4246472,-0.034
4251288,-0.034
4255810,-0.028
4260307,-0.056
4264784,0.0
4269852,-0.042
4274746,-0.034
4279606,-0.062
4284097,-0.008
4289006,-0.002
4293466,0.032
4297945,-0.036
4302523,-0.068
4306857,0.026
4310933,-0.038
4315604,-0.016
4319985,0.02
4324575,0.002
4328911,-0.014
4334340,0.03
4338893,-0.024
4343151,-0.082
4347315,0.004
4351946,-0.004
4356327,-0.054
4361221,0.036
4365502,-0.044
4369909,0.024
4374126,-0.07
4378473,0.006
4383613,0.054
4388655,0.006
4393364,-0.006
4398312,-0.016
4402982,-0.032
4407693,-0.046
4412163,0.012
4416723,-0.026
4421795,0.026
4426012,-0.042
4430911,0.01
4435189,-0.048
4439662,-0.032
4444797,0.012
4449238,0.016
4453732,-0.038
4458488,-0.014
4463119,-0.046
4466984,0.012
4471851,0.042
4476116,-0.04
4480650,0.022
4485142,-0.028
4489515,-0.034
4494101,-0.018
4498439,-0.034
4503119,0.002
4507827,-0.074
4513146,-0.066
4518360,-0.014
4523363,-0.03
4527805,-0.064
4533078,-0.038
4537919,-0.004
4542460,0.01
4546738,-0.024
4551566,-0.016
4555562,0.034
4559795,-0.046
4564822,-0.006
4569552,0.0
4573654,0.0
4578529,-0.06
4583120,-0.026
4588069,-0.048
4593154,-0.014
4597977,0.014
4602368,-0.028
4607540,-0.058
4612076,0.008
4616350,0.03
4621376,-0.034
4625604,-0.042
4630512,-0.018
4635568,0.02
4640188,-0.01
4645274,0.008
4650084,-0.006
